Sub-District,Sub-District Latitude,Sub-District Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Dangin Puri,-8.6576934,115.2213049,Warung Sate Kambing Sudi Mampir,-8.654804457492482,115.21881361356849,Middle Eastern Restaurant
Dangin Puri,-8.6576934,115.2213049,Soto sapi kreneng,-8.656006929044409,115.22548276311028,Soup Place
Dangin Puri,-8.6576934,115.2213049,Kereneng Food & Fashion Center,-8.656089595177516,115.22479498209731,Food Court
Dangin Puri,-8.6576934,115.2213049,Bakso solo,-8.661059261695963,115.2198794058506,Indonesian Meatball Place
Dangin Puri,-8.6576934,115.2213049,Babi Guling Ayu Sintya,-8.656204,115.224549,BBQ Joint
Dangin Puri Klod,-8.6675003,115.2240004,Holland Martabak & Terang Bulan,-8.666711045314228,115.22298126828429,Bakery
Dangin Puri Klod,-8.6675003,115.2240004,Two Fat Monks Asian Bistro & Coffee,-8.668074508461007,115.22157634817214,Bistro
Dangin Puri Klod,-8.6675003,115.2240004,5asec Renon,-8.667163,115.221456,Dry Cleaner
Dangin Puri Klod,-8.6675003,115.2240004,Kober Mie Setan,-8.668345103821254,115.22170958625193,Noodle House
Dangin Puri Klod,-8.6675003,115.2240004,Ayam Tulang Lunak Pojok Renon,-8.666993028898249,115.22267043216841,Asian Restaurant
Dangin Puri Klod,-8.6675003,115.2240004,Warung Be Sanur,-8.668921392942377,115.22805300307489,Soup Place
Dangin Puri Klod,-8.6675003,115.2240004,BreadLife,-8.666876847904913,115.22813474639173,Bakery
Dangin Puri Klod,-8.6675003,115.2240004,Planet Futsal,-8.670174254528952,115.22283570760797,Soccer Stadium
Dangin Puri Klod,-8.6675003,115.2240004,Oriflame Denpasar,-8.66910772330842,115.22125035258274,Cosmetics Shop
Dangin Puri Klod,-8.6675003,115.2240004,Soto Ceker gepeng,-8.666343018660974,115.22438317733882,Soup Place
Dangin Puri Klod,-8.6675003,115.2240004,Crispy Duck - Bebek Garing,-8.666888510890866,115.22777133797504,Restaurant
Dangin Puri Klod,-8.6675003,115.2240004,XO Suki & Cuisine,-8.66669493575573,115.22722432562354,Dim Sum Restaurant
Dangin Puri Klod,-8.6675003,115.2240004,Miracle Aesthetic Clinic,-8.666730892635176,115.22315721423676,Cosmetics Shop
Dangin Puri Klod,-8.6675003,115.2240004,Pempek quincy,-8.6702145357388,115.2273658143567,Indonesian Restaurant
Dangin Puri Klod,-8.6675003,115.2240004,Jin Jin,-8.666939,115.228025,Japanese Restaurant
Dangin Puri Klod,-8.6675003,115.2240004,Warung Bendega,-8.666765826495983,115.22806086479369,Seafood Restaurant
Dangin Puri Klod,-8.6675003,115.2240004,Warung Zaenah,-8.666643073467714,115.2228855016132,Indonesian Restaurant
Dangin Puri Klod,-8.6675003,115.2240004,Dae Bak 대박 Korean Food Express,-8.666813,115.226677,Korean Restaurant
Dangin Puri Klod,-8.6675003,115.2240004,MM Juice,-8.66857327688733,115.22818066951517,Asian Restaurant
Dangin Puri Klod,-8.6675003,115.2240004,Mama and Leon Factory Store,-8.669356102991857,115.22146155376028,Boutique
Dangin Puri Klod,-8.6675003,115.2240004,Pisang Molen Renon,-8.666517968698246,115.22229194641113,Snack Place
Dangin Puri Klod,-8.6675003,115.2240004,Circle K,-8.666916192947768,115.22639272678653,Convenience Store
Dangin Puri Klod,-8.6675003,115.2240004,Circle K,-8.666874517916426,115.22633483762836,Convenience Store
Dangin Puri Klod,-8.6675003,115.2240004,Es Cendol Mroso,-8.666707174526719,115.22255302430658,Juice Bar
Dangin Puri Klod,-8.6675003,115.2240004,Es Teler 33,-8.666527821003418,115.22259233106288,Juice Bar
Dangin Puri Klod,-8.6675003,115.2240004,Oriflame,-8.669140456075736,115.22124967539325,Cosmetics Shop
Dangin Puri Klod,-8.6675003,115.2240004,Bebek Garing Renon,-8.667238010031273,115.22829727412869,Asian Restaurant
Dangin Puri Klod,-8.6675003,115.2240004,Warung Sederhana,-8.669894003529174,115.22109960001099,Indonesian Restaurant
Dangin Puri Klod,-8.6675003,115.2240004,Bali Futsal,-8.67031475174428,115.22295128288906,Soccer Field
Kesiman Kertalangu,-8.645412,115.2590183,Dewata Bali,-8.643564084113796,115.25519684281167,Gift Shop
Kesiman Kertalangu,-8.645412,115.2590183,Bali Orchid Garden,-8.644558574941872,115.25656454449549,Garden
Kesiman Kertalangu,-8.645412,115.2590183,Wisata Belanja Dewata,-8.643775993476181,115.25494094172703,Arts & Crafts Store
Kesiman Kertalangu,-8.645412,115.2590183,Racetrack Ketewel,-8.644218069018377,115.26288391775074,Racetrack
Kesiman Kertalangu,-8.645412,115.2590183,Green Restaurant Kertalangu,-8.641906567025522,115.25636050489074,Indonesian Restaurant
Kesiman Kertalangu,-8.645412,115.2590183,Dewata wisata( belanja oleh oleh khas bali ),-8.643736478100555,115.25483816257504,Arts & Crafts Store
Kesiman Petilan,-8.659003,115.2550663,Lawar Bali Kartika,-8.655757395134163,115.25360401487384,Indonesian Restaurant
Kesiman Petilan,-8.659003,115.2550663,Warung Pencar,-8.65755088262254,115.25508881789644,Seafood Restaurant
Kesiman Petilan,-8.659003,115.2550663,Big Garden Corner,-8.657163740632466,115.25236911587399,Garden
Kesiman Petilan,-8.659003,115.2550663,Restaurant D'carik,-8.657657755374252,115.2544445519427,Asian Restaurant
Penatih,-8.6206785,115.2366523,Nabeshima Creative Space,-8.622753866081144,115.23301724947208,Art Gallery
Penatih,-8.6206785,115.2366523,mc service hp,-8.623282,115.237292,Mobile Phone Shop
Penatih,-8.6206785,115.2366523,Nasi Lawar Penatih,-8.616258808560849,115.23724096614374,Restaurant
Penatih Dangin Puri,-8.6232685,115.2479224,Ashitaba Art Shop◈,-8.62096789517177,115.24881818084539,Art Museum
Sumerta,-8.6509299,115.2361603,Laklak Men GABRUG,-8.650129583878511,115.2339801409897,Bagel Shop
Sumerta,-8.6509299,115.2361603,Warung Nikmat Sate Gule Kambing,-8.648702757044875,115.23406405411626,Asian Restaurant
Sumerta,-8.6509299,115.2361603,Warung Mira Khas Buleleng,-8.654869730595006,115.23782239813062,Indonesian Restaurant
Sumerta,-8.6509299,115.2361603,Boby 76 Mini Market,-8.650446080091703,115.23407502062489,Convenience Store
Sumerta,-8.6509299,115.2361603,Pasar Ketapian,-8.649792332444429,115.23659789189787,Farmers Market
Sumerta,-8.6509299,115.2361603,Krisna Nusa Indah (Krisna 1),-8.649538143600887,115.23372245475002,Souvenir Shop
Sumerta,-8.6509299,115.2361603,Lawar Kuwir Pan Sinar,-8.648968248759525,115.23843831377197,Indonesian Restaurant
Sumerta,-8.6509299,115.2361603,Eka Print,-8.648287937990998,115.23946473866533,Paper / Office Supplies Store
Sumerta Kaja,-8.6472517,115.2298754,Mie ayam jakarta,-8.649087,115.228797,Chinese Restaurant
Sumerta Kaja,-8.6472517,115.2298754,Conato Bakery,-8.648954624113584,115.22990513143354,Bakery
Sumerta Kaja,-8.6472517,115.2298754,Babi Guling Sariastri,-8.649101675277443,115.22765024550044,BBQ Joint
Sumerta Kaja,-8.6472517,115.2298754,moena fresh,-8.6488419088205,115.2316179409575,Juice Bar
Sumerta Kaja,-8.6472517,115.2298754,Circle K,-8.64918379963228,115.22825431453272,Convenience Store
Sumerta Kaja,-8.6472517,115.2298754,Warung Nikmat Sate Gule Kambing,-8.648702757044875,115.23406405411626,Asian Restaurant
Sumerta Kaja,-8.6472517,115.2298754,Circle K,-8.649019092313791,115.22759681885296,Convenience Store
Sumerta Kaja,-8.6472517,115.2298754,Bakso Solo Pak Gundul,-8.648785536736694,115.23215760638284,Asian Restaurant
Sumerta Kaja,-8.6472517,115.2298754,Krisna Nusa Indah (Krisna 1),-8.649538143600887,115.23372245475002,Souvenir Shop
Sumerta Kaja,-8.6472517,115.2298754,SMKN 5 Denpasar,-8.647556859039423,115.22617274792859,High School
Sumerta Kaja,-8.6472517,115.2298754,Workshop Sman 3 Denpasar,-8.650788973737509,115.23137804987893,Arcade
Sumerta Kauh,-8.6547604,115.2279521,SMA Dwijendra Denpasar,-8.654512323084477,115.22573949963544,High School
Sumerta Kauh,-8.6547604,115.2279521,Pasar Kereneng,-8.656096900745125,115.22490342829649,Farmers Market
Sumerta Kauh,-8.6547604,115.2279521,Batan Poh Coffee Corner,-8.65718952040264,115.2298512629721,Café
Sumerta Kauh,-8.6547604,115.2279521,Nadhi Mart,-8.657275060731127,115.2290994691311,Paper / Office Supplies Store
Sumerta Kauh,-8.6547604,115.2279521,Soto Ceker Pasar Kereneng,-8.65543696913149,115.22548965470166,Soup Place
Sumerta Kauh,-8.6547604,115.2279521,Depot Soto Kelandis,-8.657135861609937,115.22614686804394,Asian Restaurant
Sumerta Kauh,-8.6547604,115.2279521,Axmi Beauty Salon & Skin Care,-8.657279387022895,115.23132896028308,Salon / Barbershop
Sumerta Kauh,-8.6547604,115.2279521,Penyetan COK Khas Suroboyo,-8.657058,115.22777,Indonesian Restaurant
Sumerta Kauh,-8.6547604,115.2279521,Soto sapi kreneng,-8.656006929044409,115.22548276311028,Soup Place
Sumerta Kauh,-8.6547604,115.2279521,Nasi Jinggo Kelandis,-8.657092037439098,115.22598910201673,Food Truck
Sumerta Kauh,-8.6547604,115.2279521,Warung Pacar Indah,-8.65189568842373,115.22702068562451,Café
Sumerta Kauh,-8.6547604,115.2279521,Warung Sari Manis,-8.657167622929146,115.22751647601578,Asian Restaurant
Sumerta Kauh,-8.6547604,115.2279521,Lapangan SMAN 1 Denpasar,-8.65392654339586,115.22557498782759,Field
Sumerta Kauh,-8.6547604,115.2279521,Kereneng Food & Fashion Center,-8.656089595177516,115.22479498209731,Food Court
Sumerta Kelod/Klod,-8.6581295,115.2337504,Warung Kedaton,-8.657206153289652,115.23200213548591,Indonesian Restaurant
Sumerta Kelod/Klod,-8.6581295,115.2337504,Taman Werdhi Budaya Art Center,-8.65525387181522,115.23353576660156,Art Museum
Sumerta Kelod/Klod,-8.6581295,115.2337504,Batan Poh Coffee Corner,-8.65718952040264,115.2298512629721,Café
Sumerta Kelod/Klod,-8.6581295,115.2337504,Axmi Beauty Salon & Skin Care,-8.657279387022895,115.23132896028308,Salon / Barbershop
Sumerta Kelod/Klod,-8.6581295,115.2337504,Apotek Hijau,-8.657230706882368,115.2324883952846,Optical Shop
Sumerta Kelod/Klod,-8.6581295,115.2337504,Go Red PS3,-8.657350914518299,115.23110018219651,Gaming Cafe
Sumerta Kelod/Klod,-8.6581295,115.2337504,sate sangeh,-8.659239446947572,115.22981395704525,Diner
Dangin Puri Kaja,-8.6436574,115.2191619,Pie Susu Dhian,-8.644354396139143,115.22005380049855,Bakery
Dangin Puri Kaja,-8.6436574,115.2191619,Depot Indra,-8.643579334825013,115.22036445122863,Chinese Restaurant
Dangin Puri Kaja,-8.6436574,115.2191619,Warung Pojok,-8.640958196672015,115.22190956345402,Indonesian Restaurant
Dangin Puri Kaja,-8.6436574,115.2191619,Pie Susu Asli Enaak,-8.642143820489762,115.22044658660887,Bakery
Dangin Puri Kaja,-8.6436574,115.2191619,Mie Ayam Jakarta,-8.647602370612411,115.21796045949749,Noodle House
Dangin Puri Kangin,-8.6505584,115.2243257,GOR Lila Bhuana,-8.650035362362129,115.2229356765747,Basketball Court
Dangin Puri Kangin,-8.6505584,115.2243257,Playboy's Coffee House,-8.649233712707412,115.22145344007868,Coffee Shop
Dangin Puri Kangin,-8.6505584,115.2243257,SMA Dwijendra Denpasar,-8.654512323084477,115.22573949963544,High School
Dangin Puri Kangin,-8.6505584,115.2243257,Babi Guling Sariastri,-8.649101675277443,115.22765024550044,BBQ Joint
Dangin Puri Kangin,-8.6505584,115.2243257,HONDA Made Ferry Motor,-8.649287033946443,115.22055792170232,Bike Shop
Dangin Puri Kangin,-8.6505584,115.2243257,Circle K,-8.64918379963228,115.22825431453272,Convenience Store
Dangin Puri Kangin,-8.6505584,115.2243257,Castro coffee shop,-8.647217112283014,115.2231623722457,Café
Dangin Puri Kangin,-8.6505584,115.2243257,Warung Pacar Indah,-8.65189568842373,115.22702068562451,Café
Dangin Puri Kangin,-8.6505584,115.2243257,Circle K,-8.649019092313791,115.22759681885296,Convenience Store
Dangin Puri Kangin,-8.6505584,115.2243257,Mie Jazz,-8.64928584918328,115.22124070022163,Noodle House
Dangin Puri Kangin,-8.6505584,115.2243257,B&M Photo,-8.652243255746692,115.22404782139127,Design Studio
Dangin Puri Kangin,-8.6505584,115.2243257,Nice Ice,-8.649180009856519,115.22037298127236,Ice Cream Shop
Dangin Puri Kangin,-8.6505584,115.2243257,SMKN 5 Denpasar,-8.647556859039423,115.22617274792859,High School
Dangin Puri Kangin,-8.6505584,115.2243257,INDOMARET,-8.647976726495841,115.22685583966613,Grocery Store
Dangin Puri Kangin,-8.6505584,115.2243257,Warjok Bik ani,-8.652401497786643,115.22800204110419,Food Truck
Dangin Puri Kauh,-8.6520185,115.2165964,Warung Wardani,-8.651159170388885,115.21595733665005,Indonesian Restaurant
Dangin Puri Kauh,-8.6520185,115.2165964,Voltvet Eatery & Coffee,-8.653593926957896,115.21702006459236,Café
Dangin Puri Kauh,-8.6520185,115.2165964,Dapoer Pemuda,-8.65371739293424,115.21706052764652,Indonesian Restaurant
Dangin Puri Kauh,-8.6520185,115.2165964,Mitos Kopi,-8.653779,115.215148,Coffee Shop
Dangin Puri Kauh,-8.6520185,115.2165964,Sate Plecing Arjuna,-8.652880287042008,115.2154623280576,Satay Restaurant
Dangin Puri Kauh,-8.6520185,115.2165964,"Warung Makan Babi Guling ""Dodo""",-8.65154205722307,115.21578725477394,BBQ Joint
Dangin Puri Kauh,-8.6520185,115.2165964,Depot Karna Sari,-8.654098341236516,115.216453876901,Indonesian Restaurant
Dangin Puri Kauh,-8.6520185,115.2165964,Patung Catur Muka,-8.65603640550103,115.2169933396424,Monument / Landmark
Dangin Puri Kauh,-8.6520185,115.2165964,Inna Bali Heritage Hotel,-8.65482217192074,115.21691835330786,Hotel
Dangin Puri Kauh,-8.6520185,115.2165964,Master Gym,-8.649846631420253,115.21758726964514,Gym
Dangin Puri Kauh,-8.6520185,115.2165964,Conato Bakery,-8.650927372039579,115.21532660661138,Bakery
Dangin Puri Kauh,-8.6520185,115.2165964,Kober Mie Setan Kaliasem,-8.655080040158825,115.21859619269782,Noodle House
Dangin Puri Kauh,-8.6520185,115.2165964,Warung Tulen Special Fresh Grill Seafood,-8.651299106662014,115.21639711928147,Seafood Restaurant
Dangin Puri Kauh,-8.6520185,115.2165964,Warung Pojok,-8.654647440535332,115.21317997316308,Asian Restaurant
Dangin Puri Kauh,-8.6520185,115.2165964,Depot Pelangi Mie Ayam Jakarta,-8.652499440611342,115.21719965513529,Noodle House
Dangin Puri Kauh,-8.6520185,115.2165964,Pasar Burung Kota Denpasar (Satria),-8.650533881633555,115.21789312362671,Pet Store
Dangin Puri Kauh,-8.6520185,115.2165964,Warung Satria,-8.651490390732812,115.21884956814901,Asian Restaurant
Dangin Puri Kauh,-8.6520185,115.2165964,Toko Bahagia,-8.653300699035848,115.21710202341293,Miscellaneous Shop
Dangin Puri Kauh,-8.6520185,115.2165964,Warung Sate Kambing Sudi Mampir,-8.654804457492482,115.21881361356849,Middle Eastern Restaurant
Dangin Puri Kauh,-8.6520185,115.2165964,Surabaya Game Arjuna,-8.654397881053681,115.21516203018184,Video Game Store
Dangin Puri Kauh,-8.6520185,115.2165964,Warung Adnyana,-8.649157117334687,115.21942031432955,Indonesian Restaurant
Dangin Puri Kauh,-8.6520185,115.2165964,Pancing Indah / Karunia Fishing Shop,-8.652532030452294,115.21294873565533,Hobby Shop
Dauh Puri Kaja,-8.6429107,115.2135472,Warung Simpang Tiga,-8.645231326528677,115.21281809486679,Snack Place
Dauh Puri Kaja,-8.6429107,115.2135472,Bakmi nyemek & serabi solo,-8.642150476122325,115.20908339299963,Asian Restaurant
Dauh Puri Kaja,-8.6429107,115.2135472,Warung Setiabudi Masakan Khas Bali,-8.643082038030583,115.20921471717003,Food
Dauh Puri Kaja,-8.6429107,115.2135472,Arena Futsal,-8.642587018327575,115.20990272716816,Soccer Field
Dauh Puri Kaja,-8.6429107,115.2135472,Bakmi Nyemek,-8.64268332688059,115.20901971141744,Food Truck
Dauh Puri Kaja,-8.6429107,115.2135472,Matahari Departement Store ( Duta Plaza Jl.Dewi Sartika 4G Denpasar),-8.641562567342724,115.21642984542022,Shopping Mall
Peguyangan,-8.6229937,115.2132238,Daimaru,-8.624391879856919,115.2097028404455,Grocery Store
Peguyangan,-8.6229937,115.2132238,Warung Tipat Bu Man,-8.623247285345522,115.21726347457152,Diner
Pemecutan Kaja,-8.6448904,115.2017835,"Sumber Bestik 5 ""Pak Darmo""",-8.642786925062689,115.20287727288041,Food Truck
Pemecutan Kaja,-8.6448904,115.2017835,Warung Rujak Enak,-8.64471089152393,115.19965837891132,Deli / Bodega
Pemecutan Kaja,-8.6448904,115.2017835,Book Room's,-8.642740208546261,115.20199150137462,Bookstore
Pemecutan Kaja,-8.6448904,115.2017835,MBM Factory Outlet,-8.642401193508872,115.19961206365069,Clothing Store
Tonja,-8.6316699,115.2260654,Soto Singapore,-8.630553271215861,115.22383504106627,Breakfast Spot
Tonja,-8.6316699,115.2260654,Rujak Uma Bali,-8.628078102081451,115.2244881678739,Indonesian Restaurant
Tonja,-8.6316699,115.2260654,Indomaret,-8.633107590089063,115.22338778294026,Convenience Store
Tonja,-8.6316699,115.2260654,Indomaret,-8.635783941389596,115.2263793677437,Convenience Store
Tonja,-8.6316699,115.2260654,Sai Khrisna Vegetarian,-8.633495491062023,115.2293288991014,Vegetarian / Vegan Restaurant
Tonja,-8.6316699,115.2260654,Depot Pelangi Mie Ayam Jakarta,-8.635521076725935,115.22505501280017,Noodle House
Tonja,-8.6316699,115.2260654,Warung asoy 2,-8.633069178154582,115.22360824617232,Indonesian Restaurant
Tonja,-8.6316699,115.2260654,Holland Martabak Terang Bulan,-8.63549383026498,115.22405978524853,Food Truck
Tonja,-8.6316699,115.2260654,Indomaret,-8.635728323083281,115.22635583470809,Convenience Store
Ubung,-8.6322168,115.1996021,Warung Klumpu Bali,-8.631401338386308,115.19790362698753,Indonesian Restaurant
Ubung,-8.6322168,115.1996021,Nasi pedas bu lilik ubung,-8.631516884501394,115.20160451830557,Asian Restaurant
Ubung,-8.6322168,115.1996021,Hotel Batukaru,-8.631212676553643,115.20346199649887,Hotel
Ubung,-8.6322168,115.1996021,sate kambing flamboyan,-8.629513,115.201396,Indonesian Restaurant
Ubung,-8.6322168,115.1996021,Tk.Sinar Wangi,-8.629402,115.20150596329394,Shopping Mall
Ubung Kaja,-8.6203042,115.1983593,Royal Orchid,-8.62156035117853,115.19808944567605,Arcade
Ubung Kaja,-8.6203042,115.1983593,Parking Lot taman rama,-8.620477,115.198037,Park
Ubung Kaja,-8.6203042,115.1983593,Pura Luhur Dangkahyangan Rambut Siwi,-8.620347621249753,115.19700102985074,Beach
Ubung Kaja,-8.6203042,115.1983593,Kawan Kita,-8.621731572519685,115.19800260412549,Auto Garage
Ubung Kaja,-8.6203042,115.1983593,WR. WiraRaja,-8.617649215378602,115.20026047668141,Snack Place
Angantaka,-8.5827046,115.2422415,seen warehouse store & supply.co,-8.581357,115.238745,Outlet Store
Angantaka,-8.5827046,115.2422415,Warung Rujak Bu Ayu,-8.580025698771045,115.23910492670842,Indonesian Restaurant
Ayunan,-8.5012648,115.1987441,"Pasar kodok, tabanan",-8.49975950584487,115.19660734660785,Antique Shop
Blahkiuh,-8.5108148,115.2098933,Blahkiuh,-8.510320365531712,115.21132381864976,Farm
Blahkiuh,-8.5108148,115.2098933,Pasar Blahkiuh,-8.513218673049817,115.20988230630029,Market
Blahkiuh,-8.5108148,115.2098933,Pasar blahkiuh,-8.512841814128954,115.2100907181324,Market
Blahkiuh,-8.5108148,115.2098933,Kolam Renang Tirta Arum,-8.51041737945793,115.20647697061635,Pool
Darmasaba,-8.5865855,115.2073776,Toko Arlan,-8.587656921985113,115.2067083120346,Shopping Mall
Darmasaba,-8.5865855,115.2073776,Pasar tegal darmasaba,-8.58712007683424,115.20650717326681,Grocery Store
Mambal,-8.5427937,115.221436,John Hardy Ubud Workshop & Showroom,-8.542236903999195,115.21920281159878,Cultural Center
Mambal,-8.5427937,115.221436,Fivelements Puri Ahimsa,-8.542934216403648,115.21693624398387,Resort
Sangeh,-8.4856044,115.2095944,Rumah Makan Mang Boo (Lawar Kebo),-8.485051046556034,115.20978967877511,Food Court
Sangeh,-8.4856044,115.2095944,Sangeh,-8.488056347961425,115.21044386008857,Forest
Sibang Gede,-8.5792095,115.2231177,Pekerjaan Rehab JI Kedewatan,-8.5802,115.225501,River
Sibang Kaja,-8.5655134,115.216988,Living Food Lab,-8.566720370415855,115.21413803100586,Vegetarian / Vegan Restaurant
Sibang Kaja,-8.5655134,115.216988,Indomaret,-8.5678088639063,115.2187281093222,Grocery Store
Sibang Kaja,-8.5655134,115.216988,Mandara Spa @ Club Med Bali,-8.566491593526056,115.22054007883298,Spa
Sibang Kaja,-8.5655134,115.216988,F.R.E.A.K coffee @ Green school,-8.566623734635407,115.21331529473107,Coffee Shop
Kedonganan,-8.7620233,115.1754182,Watermark Hotel & Spa Bali Jimbaran,-8.760944874148223,115.17569661140443,Resort
Kedonganan,-8.7620233,115.1754182,Horison Hotel Jimbaran,-8.762751507560255,115.17536665558427,Hotel
Kedonganan,-8.7620233,115.1754182,clandys kedonganan,-8.763290272714384,115.17887372462248,Hunting Supply
Kedonganan,-8.7620233,115.1754182,Puri Bambu Hotel Bali,-8.763125790769609,115.17295595944657,Hotel Pool
Kedonganan,-8.7620233,115.1754182,Babi Guling Karya Rebo,-8.760865952324409,115.17609142026522,BBQ Joint
Kedonganan,-8.7620233,115.1754182,Naughty Nuri's,-8.761303828357535,115.17686951531513,BBQ Joint
Kedonganan,-8.7620233,115.1754182,Warung Naughty Nuri's,-8.761341178287655,115.17684150285858,Steakhouse
Kedonganan,-8.7620233,115.1754182,Sambal Cobek,-8.760925133797942,115.17841780309183,Indonesian Restaurant
Kedonganan,-8.7620233,115.1754182,Circle K,-8.760838837566617,115.17667293548584,Convenience Store
Kedonganan,-8.7620233,115.1754182,Burger King,-8.761371211480744,115.17894968013348,Fast Food Restaurant
Kedonganan,-8.7620233,115.1754182,Bloem's Waroeng,-8.760901363212133,115.17620462156859,Balinese Restaurant
Kedonganan,-8.7620233,115.1754182,Surfer's Paradise,-8.759474729905184,115.17889519235719,Clothing Store
Kedonganan,-8.7620233,115.1754182,Warung Surabaya,-8.763142845106712,115.1754577318847,Indonesian Restaurant
Kedonganan,-8.7620233,115.1754182,Nasi Jinggo & Rujak Setiabudi,-8.759777887030655,115.17725836992103,Food Truck
Kedonganan,-8.7620233,115.1754182,Noosa Restaurant,-8.761120796203613,115.17782592773438,French Restaurant
Kedonganan,-8.7620233,115.1754182,Benoa Square (BOS),-8.761292209481946,115.17913102811112,Shopping Mall
Kuta,-8.7278354,115.1730049,Waterbom Bali,-8.728533288391253,115.16970256961152,Water Park
Kuta,-8.7278354,115.1730049,Lazy River,-8.728841867003794,115.17025840471311,Theme Park Ride / Attraction
Kuta,-8.7278354,115.1730049,Warung Makan Nikmat,-8.72585060127847,115.1746067872697,Indonesian Restaurant
Kuta,-8.7278354,115.1730049,Amnaya Resort,-8.729641806658098,115.17007721234988,Resort
Kuta,-8.7278354,115.1730049,Flapjaks,-8.725143419597662,115.17123460361985,Dessert Shop
Kuta,-8.7278354,115.1730049,Yan's House Hotel,-8.72654627120363,115.17043448049006,Hotel
Kuta,-8.7278354,115.1730049,Royal Singosari Kuta Hotel,-8.724549777416991,115.17286475884843,Hotel
Kuta,-8.7278354,115.1730049,Quiksilver Premium,-8.724723070596577,115.17132138032265,Clothing Store
Kuta,-8.7278354,115.1730049,Warung Pojok Madura - Sate Gule,-8.72591139516923,115.17470687627792,Middle Eastern Restaurant
Kuta,-8.7278354,115.1730049,The  Royal Eighteen Resort & Spa,-8.724568474447802,115.17285769291925,Resort
Kuta,-8.7278354,115.1730049,Bubba Gump Shrimp Co.,-8.727766774984449,115.16956428133034,Seafood Restaurant
Kuta,-8.7278354,115.1730049,EL GRECO Restaurant,-8.726860655161051,115.17016086640567,Mediterranean Restaurant
Kuta,-8.7278354,115.1730049,Bluefin Japanese fusion n Lounge,-8.72548784674881,115.17095323995109,Japanese Restaurant
Kuta,-8.7278354,115.1730049,Bali Garden Beach Resort,-8.727690133545465,115.1691784080301,Resort
Kuta,-8.7278354,115.1730049,The Tirtha Inn Pondok Anyar,-8.731185003691916,115.1707224531393,Hotel
Kuta,-8.7278354,115.1730049,The Bare Bottle,-8.723724,115.17125,Café
Kuta,-8.7278354,115.1730049,Al Dente Kitchen & Bar,-8.725318748927542,115.17108767988863,Italian Restaurant
Kuta,-8.7278354,115.1730049,Aribar,-8.728032504185462,115.16923897890219,Mexican Restaurant
Kuta,-8.7278354,115.1730049,Ayam Plengkung Resto,-8.72929830319874,115.17721632481751,Fried Chicken Joint
Kuta,-8.7278354,115.1730049,Bamboo Bar & Grill,-8.728713301369897,115.16898788897839,Cocktail Bar
Kuta,-8.7278354,115.1730049,H-Ostel,-8.724390065045716,115.17120788012387,Hostel
Kuta,-8.7278354,115.1730049,Starbucks,-8.728704983981354,115.16867496160347,Coffee Shop
Kuta,-8.7278354,115.1730049,Warung Tipat & Rujak Ibu Dewa Candra,-8.72534,115.176543,Snack Place
Kuta,-8.7278354,115.1730049,The PUB sport bar&resto,-8.724320497641878,115.1750815155871,Sports Bar
Kuta,-8.7278354,115.1730049,Kuta Square,-8.723682828902588,115.1713469123096,Shopping Mall
Kuta,-8.7278354,115.1730049,Restaurant Kuta Paradiso Hotel,-8.72560916552492,115.16995567320241,American Restaurant
Kuta,-8.7278354,115.1730049,Cold Stone Creamery,-8.728649823188928,115.1686962856968,Ice Cream Shop
Kuta,-8.7278354,115.1730049,iTube Store,-8.725336960598646,115.17661522591932,Electronics Store
Kuta,-8.7278354,115.1730049,Titiles,-8.72819606869847,115.17708134930132,Food & Drink Shop
Kuta,-8.7278354,115.1730049,Burger King,-8.723760323308563,115.17130251060327,Fast Food Restaurant
Kuta,-8.7278354,115.1730049,Hardys Centre Kuta,-8.726641077483913,115.17711681884904,Shopping Mall
Kuta,-8.7278354,115.1730049,Lawson,-8.72892937535883,115.17708178046121,Convenience Store
Kuta,-8.7278354,115.1730049,Dunkin',-8.726529830669687,115.17717451094497,Donut Shop
Kuta,-8.7278354,115.1730049,Circle K,-8.72919103087042,115.17714836338823,Convenience Store
Kuta,-8.7278354,115.1730049,Warung Bali Bambu Sari,-8.726414139297882,115.17718806499441,Asian Restaurant
Kuta,-8.7278354,115.1730049,Bakso Pendowo Malang,-8.729125651190094,115.17716709514609,Indonesian Restaurant
Legian,-8.703338,115.1688432,"Ayam Goreng ""Bu Rudi""",-8.703410129700762,115.1705595814764,Fried Chicken Joint
Legian,-8.703338,115.1688432,Padma Resort Legian,-8.705112438851932,115.16694188117981,Resort
Legian,-8.703338,115.1688432,The Bandha Hotel & Suites,-8.701708140041735,115.16632497310638,Hotel
Legian,-8.703338,115.1688432,Ossotel Legian,-8.701712048683511,115.165649472607,Hotel
Legian,-8.703338,115.1688432,Windy Sun Surf School,-8.706184271573177,115.1660761720912,Surf Spot
Legian,-8.703338,115.1688432,Swiss-Belinn Legian,-8.701680172141868,115.16686135968783,Hotel
Legian,-8.703338,115.1688432,Pantai Padma,-8.706332039925533,115.16590118408203,Beach
Legian,-8.703338,115.1688432,The Island Hotel Bali,-8.702033001887834,115.16926518936641,Hostel
Legian,-8.703338,115.1688432,Warung Yogya - Padma Utara,-8.704972280282584,115.16839783074002,Indonesian Restaurant
Legian,-8.703338,115.1688432,MozzarellA Restaurant & Bar,-8.705827831968193,115.1706919558733,Italian Restaurant
